arm_id,attempt_id,battery_capacity_start,battery_status_end,battery_status_start,bench_json,benchmark,boot_id,charge_delta_uah,config,control_block,cool_timeout,cool_wait_s,device_online,energy_j,energy_j_timestamped,energy_metric_used,energy_scope,entry_temp_mC,mask,mode,multiplexed,n_invocations,perfetto_trace,policy0_khz_max,policy0_khz_mean,policy6_khz_max,policy6_khz_mean,power_w_mean,raw,rc,rep_batch,sampler_samples,samples_are_per_rep,schema_version,suspend_detected,suspend_detected_by_device,t_end,t_start,telemetry_csv,telemetry_samples,test,threads,tokens_counted,tokens_per_joule,tps_iqr,tps_max,tps_median,tps_min,tps_n,tps_q1,tps_q3,trace_captured,trace_evicted,valid,variant,wall_s
control.tg_t6_free.bare.b2,f5c9ba47d21b4772979ba50d283678bc,63,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.bare.b2.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,2,False,47.8,True,,,,invocation_incl_setup,39500.0,free,control:bare,,,,,,,,,,0,2,0,True,5,,,1424509.07,1424282.32,,,tg,6,2560,,0.236,12.097,11.715,10.864,20,11.554,11.79,False,False,True,bare,226.75
control.tg_t6_free.bare.b3,274d5bc4f9194ed4a7e85426d38383c7,61,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.bare.b3.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,3,False,47.8,True,,,,invocation_incl_setup,39600.0,free,control:bare,,,,,,,,,,0,3,0,True,5,,,1426254.66,1426021.88,,,tg,6,2560,,0.616,12.458,12.021,7.846,20,11.547,12.163,False,False,True,bare,232.78
control.tg_t6_free.bare.b4,8cdc36d3b3ce45589317c7ddfc61112a,59,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.bare.b4.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,4,False,47.9,True,,,,invocation_incl_setup,40500.0,free,control:bare,,,,,,,,,,0,4,0,True,5,,,1427378.8,1427151.68,,,tg,6,2560,,0.961,12.509,11.957,10.404,20,11.085,12.046,False,False,True,bare,227.12
control.tg_t6_free.bare.b5,bd3d104f6dbd4ce38781e4ad707581a4,55,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.bare.b5.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,5,False,47.9,True,,,,invocation_incl_setup,39500.0,free,control:bare,,,,,,,,,,0,5,0,True,5,,,1429874.69,1429634.53,,,tg,6,2560,,0.835,12.299,11.82,6.978,20,11.151,11.986,False,False,True,bare,240.16
control.tg_t6_free.bare.b6,6f3db6e348674e0d8540bbd08b2b9582,52,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.bare.b6.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,6,False,47.8,True,,,,invocation_incl_setup,39500.0,free,control:bare,,,,,,,,,,0,6,0,True,5,,,1431573.69,1431348.64,,,tg,6,2560,,0.334,12.131,11.875,10.923,20,11.694,12.028,False,False,True,bare,225.05
control.tg_t6_free.bare.b7,d269459f031245a9ba37f5d106dcc9b1,49,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.bare.b7.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,7,False,47.9,True,,,,invocation_incl_setup,39600.0,free,control:bare,,,,,,,,,,0,7,0,True,5,,,1433282.43,1433056.88,,,tg,6,2560,,0.394,12.589,11.877,9.671,20,11.7,12.094,False,False,True,bare,225.55
control.tg_t2_A75.simpleperf.b0,a8a8df7c906847c2bc051308edfc6e08,68,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t2_A75.simpleperf.b0.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t2_A75,0,False,47.8,True,,,,invocation_incl_setup,39600.0,0xC0,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  6    183,703,153,373  cpu-cycles:u             # 0.807043 GHz 
  7    179,453,144,949  cpu-cycles:u             # 0.810523 GHz 
  6    197,694,943,219  instructions:u           # 868.512 M/sec
  7    206,267,783,469  instructions:u           # 931.634 M/sec
  6    114,452,611,024  raw-stall-backend:u      # 502.812 M/sec
  7    107,860,914,484  raw-stall-backend:u      # 487.167 M/sec
  6     10,282,064,508  raw-ll-cache-miss-rd:u   # 45.171 M/sec 
  7     10,283,711,748  raw-ll-cache-miss-rd:u   # 46.448 M/sec 

Total test time: 228.316221 seconds.
",0,0,0,True,5,,,1421608.38,1421378.66,,,tg,2,2560,,0.021,11.615,11.564,11.486,20,11.55,11.571,False,False,True,simpleperf,229.72
control.tg_t2_A75.simpleperf.b1,e82bf1d6846344b9a62e65617965fe35,65,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t2_A75.simpleperf.b1.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t2_A75,1,False,47.8,True,,,,invocation_incl_setup,39100.0,0xC0,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  6    177,339,027,206  cpu-cycles:u             # 0.817194 GHz 
  7    182,385,163,759  cpu-cycles:u             # 0.814018 GHz 
  6    204,343,997,627  instructions:u           # 941.636 M/sec
  7    198,015,158,098  instructions:u           # 883.777 M/sec
  6    107,316,074,421  raw-stall-backend:u      # 494.522 M/sec
  7    113,554,441,446  raw-stall-backend:u      # 506.814 M/sec
  6     10,251,994,733  raw-ll-cache-miss-rd:u   # 47.242 M/sec 
  7     10,211,744,930  raw-ll-cache-miss-rd:u   # 45.577 M/sec 

Total test time: 224.169991 seconds.
",0,1,0,True,5,,,1423648.66,1423423.07,,,tg,2,2560,,0.033,11.816,11.78,11.72,20,11.76,11.793,False,False,True,simpleperf,225.59
control.tg_t2_A75.simpleperf.b2,7ded98c3136e4a80a639ddb979f5249e,62,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t2_A75.simpleperf.b2.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t2_A75,2,False,47.8,True,,,,invocation_incl_setup,39100.0,0xC0,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  6    181,562,896,180  cpu-cycles:u             # 0.805345 GHz 
  7    180,590,257,842  cpu-cycles:u             # 0.808642 GHz 
  6    210,001,555,768  instructions:u           # 931.489 M/sec
  7    193,974,259,052  instructions:u           # 868.572 M/sec
  6    108,630,458,833  raw-stall-backend:u      # 481.844 M/sec
  7    112,612,638,125  raw-stall-backend:u      # 504.253 M/sec
  6     10,271,017,618  raw-ll-cache-miss-rd:u   # 45.558 M/sec 
  7     10,202,137,538  raw-ll-cache-miss-rd:u   # 45.683 M/sec 

Total test time: 228.107611 seconds.
",0,2,0,True,5,,,1425075.28,1424845.77,,,tg,2,2560,,0.016,11.607,11.578,11.54,20,11.569,11.585,False,False,True,simpleperf,229.51
control.tg_t2_A75.simpleperf.b3,07c94cef15f94bd4a89e7bf9a6940b8d,60,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t2_A75.simpleperf.b3.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t2_A75,3,False,47.8,True,,,,invocation_incl_setup,39500.0,0xC0,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  6    178,642,258,891  cpu-cycles:u             # 0.808437 GHz 
  7    184,267,114,523  cpu-cycles:u             # 0.807821 GHz 
  6    203,159,871,920  instructions:u           # 919.390 M/sec
  7    201,181,630,925  instructions:u           # 881.974 M/sec
  6    108,145,145,360  raw-stall-backend:u      # 489.405 M/sec
  7    113,763,571,410  raw-stall-backend:u      # 498.736 M/sec
  6     10,337,012,021  raw-ll-cache-miss-rd:u   # 46.780 M/sec 
  7     10,379,037,971  raw-ll-cache-miss-rd:u   # 45.501 M/sec 

Total test time: 228.906444 seconds.
",0,3,0,True,5,,,1426814.65,1426584.28,,,tg,2,2560,,0.029,11.62,11.595,11.194,20,11.571,11.6,False,False,True,simpleperf,230.37
control.tg_t2_A75.simpleperf.b4,18dfb6bd409c43599ed06bf2d184d97f,57,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t2_A75.simpleperf.b4.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t2_A75,4,False,220.6,True,,,,invocation_incl_setup,40400.0,0xC0,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  6    183,405,845,520  cpu-cycles:u             # 0.803976 GHz 
  7    182,227,989,600  cpu-cycles:u             # 0.811323 GHz 
  6    212,518,910,256  instructions:u           # 931.596 M/sec
  7    195,348,148,875  instructions:u           # 869.737 M/sec
  6    109,648,963,559  raw-stall-backend:u      # 480.656 M/sec
  7    113,789,644,744  raw-stall-backend:u      # 506.619 M/sec
  6     10,369,282,719  raw-ll-cache-miss-rd:u   # 45.455 M/sec 
  7     10,414,592,445  raw-ll-cache-miss-rd:u   # 46.368 M/sec 

Total test time: 233.307059 seconds.
",0,4,0,True,5,,,1428727.74,1428492.95,,,tg,2,2560,,0.176,11.567,11.489,10.972,20,11.374,11.55,False,False,True,simpleperf,234.79
control.tg_t2_A75.simpleperf.b5,bda1805e7e5f4c41a926d61cb7fc75ab,54,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t2_A75.simpleperf.b5.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t2_A75,5,False,47.8,True,,,,invocation_incl_setup,39900.0,0xC0,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  6    184,528,933,012  cpu-cycles:u             # 0.806464 GHz 
  7    182,152,609,477  cpu-cycles:u             # 0.811983 GHz 
  6    198,767,235,556  instructions:u           # 868.691 M/sec
  7    210,832,996,249  instructions:u           # 939.832 M/sec
  6    114,868,409,415  raw-stall-backend:u      # 502.020 M/sec
  7    109,034,163,527  raw-stall-backend:u      # 486.042 M/sec
  6     10,391,815,944  raw-ll-cache-miss-rd:u   # 45.416 M/sec 
  7     10,369,663,374  raw-ll-cache-miss-rd:u   # 46.225 M/sec 

Total test time: 232.488973 seconds.
",0,5,0,True,5,,,1430158.98,1429925.08,,,tg,2,2560,,0.277,11.571,11.526,10.533,20,11.276,11.553,False,False,True,simpleperf,233.9
control.tg_t2_A75.simpleperf.b6,56ff0dc0877d44beb1e537dd6ccfbaa1,50,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t2_A75.simpleperf.b6.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t2_A75,6,False,47.8,True,,,,invocation_incl_setup,39500.0,0xC0,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  6    182,345,434,899  cpu-cycles:u             # 0.807347 GHz 
  7    181,478,730,220  cpu-cycles:u             # 0.809223 GHz 
  6    200,060,339,386  instructions:u           # 885.781 M/sec
  7    206,793,033,651  instructions:u           # 922.100 M/sec
  6    112,454,464,874  raw-stall-backend:u      # 497.900 M/sec
  7    109,507,965,236  raw-stall-backend:u      # 488.301 M/sec
  6     10,193,582,665  raw-ll-cache-miss-rd:u   # 45.133 M/sec 
  7     10,255,626,935  raw-ll-cache-miss-rd:u   # 45.730 M/sec 

Total test time: 229.925262 seconds.
",0,6,0,True,5,,,1432425.46,1432194.07,,,tg,2,2560,,0.118,11.601,11.554,10.881,20,11.462,11.58,False,False,True,simpleperf,231.39
control.tg_t2_A75.simpleperf.b7,7bd4122c1c174fe386b5f23c6425f53b,48,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t2_A75.simpleperf.b7.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t2_A75,7,False,47.9,True,,,,invocation_incl_setup,39500.0,0xC0,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  6    179,533,759,269  cpu-cycles:u             # 0.807449 GHz 
  7    182,788,232,042  cpu-cycles:u             # 0.807959 GHz 
  6    206,215,500,845  instructions:u           # 927.449 M/sec
  7    197,432,510,879  instructions:u           # 872.690 M/sec
  6    107,894,175,160  raw-stall-backend:u      # 485.251 M/sec
  7    113,638,813,958  raw-stall-backend:u      # 502.306 M/sec
  6     10,276,161,883  raw-ll-cache-miss-rd:u   # 46.217 M/sec 
  7     10,296,690,268  raw-ll-cache-miss-rd:u   # 45.513 M/sec 

Total test time: 228.307245 seconds.
",0,7,0,True,5,,,1434124.45,1433894.68,,,tg,2,2560,,0.022,11.63,11.591,11.085,20,11.582,11.604,False,False,True,simpleperf,229.77
control.tg_t6_free.simpleperf.b0,a653a776c2cd45e49643ea42bb54cf19,69,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.simpleperf.b0.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,0,False,47.9,True,,,,invocation_incl_setup,39300.0,free,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  0     96,073,335,651  cpu-cycles:u             # 0.701043 GHz 
  1    103,490,617,378  cpu-cycles:u             # 0.706718 GHz 
  2    106,291,479,151  cpu-cycles:u             # 0.710181 GHz 
  3    106,934,669,945  cpu-cycles:u             # 0.710808 GHz 
  4    110,508,855,841  cpu-cycles:u             # 0.712808 GHz 
  5    104,360,717,639  cpu-cycles:u             # 0.711970 GHz 
  6    172,742,674,316  cpu-cycles:u             # 0.778162 GHz 
  7    171,026,183,130  cpu-cycles:u             # 0.781880 GHz 
  0     72,371,035,678  instructions:u           # 528.088 M/sec
  1     78,557,956,124  instructions:u           # 536.457 M/sec
  2     81,198,066,030  instructions:u           # 542.521 M/sec
  3     81,733,510,368  instructions:u           # 543.293 M/sec
  4     84,681,374,927  instructions:u           # 546.215 M/sec
  5     79,982,652,421  instructions:u           # 545.658 M/sec
  6    258,714,615,846  instructions:u           # 1.165 G/sec  
  7    255,462,477,196  instructions:u           # 1.168 G/sec  
  0     36,235,193,268  raw-stall-backend:u      # 264.407 M/sec
  1     39,262,212,319  raw-stall-backend:u      # 268.114 M/sec
  2     40,199,723,758  raw-stall-backend:u      # 268.592 M/sec
  3     40,655,983,526  raw-stall-backend:u      # 270.245 M/sec
  4     41,814,649,659  raw-stall-backend:u      # 269.714 M/sec
  5     39,508,743,405  raw-stall-backend:u      # 269.537 M/sec
  6     82,943,538,035  raw-stall-backend:u      # 373.640 M/sec
  7     82,473,753,087  raw-stall-backend:u      # 377.045 M/sec
  0        672,767,528  raw-ll-cache-miss-rd:u   # 4.909 M/sec  
  1        693,801,963  raw-ll-cache-miss-rd:u   # 4.738 M/sec  
  2        697,264,012  raw-ll-cache-miss-rd:u   # 4.659 M/sec  
  3        688,816,332  raw-ll-cache-miss-rd:u   # 4.579 M/sec  
  4        718,548,365  raw-ll-cache-miss-rd:u   # 4.635 M/sec  
  5        677,470,229  raw-ll-cache-miss-rd:u   # 4.622 M/sec  
  6      4,104,895,731  raw-ll-cache-miss-rd:u   # 18.492 M/sec 
  7      4,119,253,447  raw-ll-cache-miss-rd:u   # 18.832 M/sec 

Total test time: 237.663118 seconds.
",0,0,0,True,5,,,1420452.58,1420213.6,,,tg,6,2560,,0.424,11.858,11.253,8.945,20,11.044,11.468,False,False,True,simpleperf,238.98
control.tg_t6_free.simpleperf.b1,c16a0ea0369942859962025ac65d6ce2,66,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.simpleperf.b1.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,1,False,47.8,True,,,,invocation_incl_setup,39300.0,free,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  0     99,373,901,379  cpu-cycles:u             # 0.695028 GHz 
  1    105,506,896,847  cpu-cycles:u             # 0.702721 GHz 
  2    106,117,687,563  cpu-cycles:u             # 0.706840 GHz 
  3    112,268,836,756  cpu-cycles:u             # 0.711511 GHz 
  4    131,191,953,687  cpu-cycles:u             # 0.719756 GHz 
  5    127,509,775,908  cpu-cycles:u             # 0.719034 GHz 
  6    188,336,925,225  cpu-cycles:u             # 0.775306 GHz 
  7    190,694,364,975  cpu-cycles:u             # 0.778130 GHz 
  0     75,694,727,443  instructions:u           # 529.414 M/sec
  1     81,237,512,415  instructions:u           # 541.076 M/sec
  2     82,474,529,214  instructions:u           # 549.355 M/sec
  3     89,894,026,678  instructions:u           # 569.709 M/sec
  4    108,251,669,596  instructions:u           # 593.899 M/sec
  5    105,906,390,465  instructions:u           # 597.211 M/sec
  6    292,537,420,993  instructions:u           # 1.204 G/sec  
  7    297,784,659,498  instructions:u           # 1.215 G/sec  
  0     37,513,422,424  raw-stall-backend:u      # 262.371 M/sec
  1     39,829,243,195  raw-stall-backend:u      # 265.280 M/sec
  2     39,942,273,291  raw-stall-backend:u      # 266.052 M/sec
  3     41,715,818,927  raw-stall-backend:u      # 264.377 M/sec
  4     47,821,140,273  raw-stall-backend:u      # 262.360 M/sec
  5     46,227,261,929  raw-stall-backend:u      # 260.678 M/sec
  6     85,027,537,445  raw-stall-backend:u      # 350.023 M/sec
  7     85,523,139,010  raw-stall-backend:u      # 348.978 M/sec
  0        669,370,101  raw-ll-cache-miss-rd:u   # 4.682 M/sec  
  1        683,412,948  raw-ll-cache-miss-rd:u   # 4.552 M/sec  
  2        666,392,283  raw-ll-cache-miss-rd:u   # 4.439 M/sec  
  3        661,278,857  raw-ll-cache-miss-rd:u   # 4.191 M/sec  
  4        734,877,472  raw-ll-cache-miss-rd:u   # 4.032 M/sec  
  5        710,671,865  raw-ll-cache-miss-rd:u   # 4.008 M/sec  
  6      4,103,368,017  raw-ll-cache-miss-rd:u   # 16.892 M/sec 
  7      4,178,602,541  raw-ll-cache-miss-rd:u   # 17.051 M/sec 

Total test time: 265.103415 seconds.
",0,1,0,True,5,,,1422809.94,1422543.47,,,tg,6,2560,,0.451,11.793,11.429,3.624,20,11.079,11.53,False,False,True,simpleperf,266.47
control.tg_t6_free.simpleperf.b2,9f837151c32f49de8475594b6f3855a8,64,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.simpleperf.b2.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,2,False,47.8,True,,,,invocation_incl_setup,39700.0,free,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  0     98,995,892,394  cpu-cycles:u             # 0.697820 GHz 
  1    102,143,981,960  cpu-cycles:u             # 0.704150 GHz 
  2    104,048,907,540  cpu-cycles:u             # 0.705407 GHz 
  3    106,093,791,687  cpu-cycles:u             # 0.706767 GHz 
  4    109,048,745,798  cpu-cycles:u             # 0.710578 GHz 
  5    105,135,758,494  cpu-cycles:u             # 0.710083 GHz 
  6    172,404,263,892  cpu-cycles:u             # 0.776757 GHz 
  7    176,593,040,228  cpu-cycles:u             # 0.774799 GHz 
  0     74,067,396,703  instructions:u           # 522.100 M/sec
  1     77,151,297,981  instructions:u           # 531.858 M/sec
  2     78,758,049,584  instructions:u           # 533.946 M/sec
  3     80,627,523,989  instructions:u           # 537.118 M/sec
  4     83,188,944,641  instructions:u           # 542.072 M/sec
  5     80,839,496,654  instructions:u           # 545.987 M/sec
  6    255,359,717,769  instructions:u           # 1.151 G/sec  
  7    265,319,103,438  instructions:u           # 1.164 G/sec  
  0     37,707,593,795  raw-stall-backend:u      # 265.800 M/sec
  1     38,978,661,045  raw-stall-backend:u      # 268.707 M/sec
  2     39,776,564,033  raw-stall-backend:u      # 269.668 M/sec
  3     40,606,978,564  raw-stall-backend:u      # 270.512 M/sec
  4     41,604,172,872  raw-stall-backend:u      # 271.099 M/sec
  5     39,910,977,463  raw-stall-backend:u      # 269.557 M/sec
  6     82,831,970,762  raw-stall-backend:u      # 373.195 M/sec
  7     83,652,554,254  raw-stall-backend:u      # 367.024 M/sec
  0        691,488,639  raw-ll-cache-miss-rd:u   # 4.874 M/sec  
  1        682,500,217  raw-ll-cache-miss-rd:u   # 4.705 M/sec  
  2        684,729,517  raw-ll-cache-miss-rd:u   # 4.642 M/sec  
  3        688,834,500  raw-ll-cache-miss-rd:u   # 4.589 M/sec  
  4        704,518,642  raw-ll-cache-miss-rd:u   # 4.591 M/sec  
  5        671,507,756  raw-ll-cache-miss-rd:u   # 4.535 M/sec  
  6      4,179,159,634  raw-ll-cache-miss-rd:u   # 18.829 M/sec 
  7      4,179,962,553  raw-ll-cache-miss-rd:u   # 18.340 M/sec 

Total test time: 238.499207 seconds.
",0,2,0,True,5,,,1423938.85,1423699.02,,,tg,6,2560,,0.288,11.645,11.341,8.636,20,11.183,11.47,False,False,True,simpleperf,239.83
